event_id,match_id,timestamp,event_type,player_id,x_coord,y_coord
1,1003,2025-07-01 00:00:00,pass,507,63.83277410075736,11.583316987860279
2,1001,2025-07-01 00:00:01,pass,504,24.139246699735697,29.012237040593092
3,1003,2025-07-01 00:00:02,pass,501,39.77614730458092,35.76988466226949
4,1003,2025-07-01 00:00:03,pass,507,34.088322665538755,41.16335834172691
5,1001,2025-07-01 00:00:04,shot,509,45.82108454224561,45.153771307455514
6,1001,2025-07-01 00:00:05,shot,506,79.7421587586679,27.24809963962398
7,1003,2025-07-01 00:00:06,pass,509,12.659139107478978,8.979312185319298
8,1002,2025-07-01 00:00:07,pass,508,43.13183113178388,36.0910782170627
9,1003,2025-07-01 00:00:08,goal,503,52.22300556697612,28.21414703904618
10,1003,2025-07-01 00:00:09,shot,508,48.61177696686712,48.07159298903215
11,1003,2025-07-01 00:00:10,pass,503,34.0660550702054,33.00075640916151
12,1003,2025-07-01 00:00:11,goal,502,73.79862091103557,48.224631119726524
13,1001,2025-07-01 00:00:12,pass,502,46.82423440859571,22.116872637628553
14,1003,2025-07-01 00:00:13,goal,509,44.255842404278916,48.21942811007186
15,1002,2025-07-01 00:00:14,pass,501,56.922986231000955,32.35143845565948
16,1001,2025-07-01 00:00:15,pass,509,44.39430784041141,36.26539967012279
17,1002,2025-07-01 00:00:16,tackle,502,38.92618539171863,4.248017593052161
18,1002,2025-07-01 00:00:17,pass,507,31.489617031442137,46.655483519737714
19,1002,2025-07-01 00:00:18,goal,507,93.80122518083924,27.243573606976312
20,1002,2025-07-01 00:00:19,pass,501,65.864947624966,37.42649988506655
21,1001,2025-07-01 00:00:20,shot,501,42.35361309382071,25.07540328107576
22,1001,2025-07-01 00:00:21,goal,501,75.42700514317625,47.28437074070658
23,1002,2025-07-01 00:00:22,pass,509,60.46958108187563,33.40175069388427
24,1002,2025-07-01 00:00:23,goal,506,50.77026232570553,32.20670574488394
25,1001,2025-07-01 00:00:24,shot,505,29.418946224520095,58.40417656096577
26,1001,2025-07-01 00:00:25,shot,500,33.4441716706677,0.0
27,1001,2025-07-01 00:00:26,shot,501,69.36948846334536,23.852855826624314
28,1003,2025-07-01 00:00:27,goal,500,65.0448281560524,27.657991280330435
29,1003,2025-07-01 00:00:28,pass,506,22.54056836882826,17.578805105624543
30,1003,2025-07-01 00:00:29,pass,505,41.84686063073619,34.979522686029796
31,1002,2025-07-01 00:00:30,goal,501,63.59919098792405,9.920636640538568
32,1003,2025-07-01 00:00:31,goal,501,72.24797966525287,10.52966629460984
33,1002,2025-07-01 00:00:32,pass,501,60.28854910045361,36.55256516100492
34,1002,2025-07-01 00:00:33,shot,507,40.87343894129782,16.28267122346785
35,1003,2025-07-01 00:00:34,shot,506,54.72006062560796,37.677640872572496
36,1002,2025-07-01 00:00:35,pass,500,45.78448397506219,21.024135061657056
37,1003,2025-07-01 00:00:36,pass,503,57.63990345806936,17.43450196737254
38,1003,2025-07-01 00:00:37,shot,503,79.56189637675143,15.18924310099801
39,1001,2025-07-01 00:00:38,pass,506,34.35532964711374,15.722771294659982
40,1003,2025-07-01 00:00:39,goal,501,55.61984021398801,23.57482152368255
41,1001,2025-07-01 00:00:40,goal,503,48.06533537660286,18.033603694379266
42,1003,2025-07-01 00:00:41,pass,500,44.743721666809975,28.125650950731593
43,1003,2025-07-01 00:00:42,pass,503,47.20329927012384,2.092913952697419
44,1001,2025-07-01 00:00:43,pass,500,76.27183766967966,17.29461684562439
45,1001,2025-07-01 00:00:44,pass,501,61.590410827365645,48.73728097183521
46,1003,2025-07-01 00:00:45,goal,501,40.417015779153346,11.139070363334508
47,1002,2025-07-01 00:00:46,pass,509,62.99268715062068,20.050888923365243
48,1001,2025-07-01 00:00:47,shot,502,38.82430657142581,48.58688190050513
49,1002,2025-07-01 00:00:48,pass,507,14.21530539807307,29.386553179542734
50,1002,2025-07-01 00:00:49,pass,505,3.9074666484908818,4.163411390740553
51,1002,2025-07-01 00:00:50,pass,505,60.01564513033981,38.93528573101827
52,1001,2025-07-01 00:00:51,pass,508,44.311575430036335,47.78238685837678
53,1002,2025-07-01 00:00:52,pass,507,69.94888319347791,29.636115374124028
54,1001,2025-07-01 00:00:53,pass,501,57.74244837242509,21.62380580382337
55,1002,2025-07-01 00:00:54,goal,505,55.210632290831335,3.867599794074323
56,1003,2025-07-01 00:00:55,goal,500,40.982098421464315,22.712787748247063
57,1003,2025-07-01 00:00:56,pass,508,60.432883663153795,11.305043910494486
58,1001,2025-07-01 00:00:57,pass,503,81.03544995486175,29.872897708638
59,1003,2025-07-01 00:00:58,pass,503,9.614668219937911,42.41608395794208
60,1003,2025-07-01 00:00:59,pass,508,47.00416150419533,15.165038956815893
61,1002,2025-07-01 00:01:00,pass,502,76.90364782580102,40.27498579523676
62,1001,2025-07-01 00:01:01,pass,504,27.090293682000677,3.6994131850784555
63,1002,2025-07-01 00:01:02,pass,500,52.670203437097804,26.28425373522282
64,1002,2025-07-01 00:01:03,pass,505,36.33341332344537,0.0
65,1002,2025-07-01 00:01:04,pass,502,44.647685178300435,32.73135246962192
66,1002,2025-07-01 00:01:05,pass,500,14.53578957114928,46.90524557909825
